"Geographical Location","Report Date","MDS Item Question/Description","MDS Item Response",Percent,"Total Residents"
Louisiana,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,55.92,3469
Maine,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,54.95,588
Maine,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,45.05,482
Maryland,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,40.2,1554
Maryland,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,59.8,2312
Massachusetts,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,43.72,3412
Massachusetts,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,56.28,4393
Michigan,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,45.74,3184
Michigan,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,54.26,3777
Minnesota,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,63.15,2449
Minnesota,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,36.85,1429
Mississippi,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,63.46,2395
Mississippi,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,36.54,1379
Missouri,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,70.85,7146
Missouri,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,29.15,2940
Montana,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,62.76,455
Montana,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,37.24,270
Nebraska,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,48.22,1068
Nebraska,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,51.78,1147
Nevada,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,62.08,722
Nevada,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,37.92,441
"New Hampshire","Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,44.29,562
"New Hampshire","Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,55.71,707
"New Jersey","Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,28.76,2209
"New Jersey","Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,71.24,5472
"New Mexico","Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,66.17,579
"New Mexico","Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,33.83,296
"New York","Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,42.73,7442
"New York","Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,57.27,9976
"North Carolina","Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,49.1,2883
"North Carolina","Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,50.9,2989
"North Dakota","Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,45.26,473
"North Dakota","Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,54.74,572
Ohio,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,47.8,6166
Ohio,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,52.2,6733
Oklahoma,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,61.5,2177
Oklahoma,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,38.5,1363
Oregon,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,65.82,726
Oregon,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,34.18,377
Pennsylvania,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,44.53,6402
Pennsylvania,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,55.47,7976
"Puerto Rico","Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,*,*
"Puerto Rico","Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,*,*
"Rhode Island","Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,38.22,626
"Rhode Island","Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,61.78,1012
"South Carolina","Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,60.72,1894
"South Carolina","Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,39.28,1225
"South Dakota","Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,58.97,730
"South Dakota","Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,41.03,508
Tennessee,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,64.95,3135
Tennessee,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,35.05,1692
Texas,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,72.3,9006
Texas,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,27.7,3451
Utah,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,59.64,687
Utah,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,40.36,465
Vermont,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,51.48,279
Vermont,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,48.52,263
"Virgin Islands","Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,*,*
"Virgin Islands","Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,*,*
Virginia,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,58.61,2676
Virginia,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,41.39,1890
Washington,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,67.66,1456
Washington,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,32.34,696
"West Virginia","Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,50.81,882
"West Virginia","Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,49.19,854
Wisconsin,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,61.08,1932
Wisconsin,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,38.92,1231
Wyoming,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,53.8,248
Wyoming,"Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,46.2,213
"National Total","Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",No,54.07,131752
"National Total","Q3, 2024","N0450D: Medications - Antipsychotic Medication Review - Physician documented GDR as clinically contraindicated",Yes,45.93,111938
